0.000000	 0.000000
4.000000	 4.000000
8.000000	 8.000000
12.000000	 12.000000
16.000000	 16.000000
20.000000	 20.000000
24.000000	 24.000000
28.000000	 28.000000
32.000000	 32.000000
36.000000	 36.000000
40.000000	 40.000000
44.000000	 44.000000
48.000000	 48.000000
52.000000	 52.000000
56.000000	 56.000000
60.000000	 60.000000
64.000000	 64.000000
68.000000	 68.000000
72.000000	 72.000000
76.000000	 76.000000
80.000000	 80.000000
84.000000	 84.000000
88.000000	 88.000000
92.000000	 92.000000
96.000000	 96.000000
100.000000	 100.000000
104.000000	 104.000000
108.000000	 108.000000
112.000000	 112.000000
116.000000	 116.000000
120.000000	 120.000000
124.000000	 124.000000
128.000000	 128.000000
132.000000	 132.000000
136.000000	 136.000000
140.000000	 140.000000
144.000000	 144.000000
148.000000	 148.000000
152.000000	 152.000000
156.000000	 156.000000
160.000000	 160.000000
164.000000	 164.000000
168.000000	 168.000000
172.000000	 172.000000
176.000000	 176.000000
180.000000	 180.000000
184.000000	 184.000000
188.000000	 188.000000
192.000000	 192.000000
196.000000	 196.000000
200.000000	 200.000000
204.000000	 204.000000
208.000000	 208.000000
212.000000	 212.000000
216.000000	 216.000000
220.000000	 220.000000
224.000000	 224.000000
228.000000	 228.000000
232.000000	 232.000000
236.000000	 236.000000
240.000000	 240.000000
244.000000	 244.000000
248.000000	 248.000000
252.000000	 252.000000
256.000000	 256.000000
260.000000	 260.000000
264.000000	 264.000000
268.000000	 268.000000
272.000000	 272.000000
276.000000	 276.000000
280.000000	 280.000000
284.000000	 284.000000
288.000000	 288.000000
292.000000	 292.000000
296.000000	 296.000000
300.000000	 300.000000
304.000000	 304.000000
308.000000	 308.000000
312.000000	 312.000000
316.000000	 316.000000
320.000000	 320.000000
324.000000	 324.000000
328.000000	 328.000000
332.000000	 332.000000
336.000000	 336.000000
340.000000	 340.000000
344.000000	 344.000000
348.000000	 348.000000
352.000000	 352.000000
356.000000	 356.000000
360.000000	 360.000000
364.000000	 364.000000
368.000000	 368.000000
372.000000	 372.000000
376.000000	 376.000000
380.000000	 380.000000
384.000000	 384.000000
388.000000	 388.000000
392.000000	 392.000000
396.000000	 396.000000
400.000000	 400.000000
404.000000	 404.000000
408.000000	 408.000000
412.000000	 412.000000
416.000000	 416.000000
420.000000	 420.000000
424.000000	 424.000000
428.000000	 428.000000
432.000000	 432.000000
436.000000	 436.000000
440.000000	 440.000000
444.000000	 444.000000
448.000000	 448.000000
452.000000	 452.000000
456.000000	 456.000000
460.000000	 460.000000
464.000000	 464.000000
468.000000	 468.000000
472.000000	 472.000000
476.000000	 476.000000
480.000000	 480.000000
484.000000	 484.000000
488.000000	 488.000000
492.000000	 492.000000
496.000000	 496.000000
500.000000	 500.000000
504.000000	 504.000000
508.000000	 508.000000
512.000000	 512.000000
516.000000	 516.000000
520.000000	 520.000000
524.000000	 524.000000
528.000000	 528.000000
532.000000	 532.000000
536.000000	 536.000000
540.000000	 540.000000
544.000000	 544.000000
548.000000	 548.000000
552.000000	 552.000000
556.000000	 556.000000
560.000000	 560.000000
564.000000	 564.000000
568.000000	 568.000000
572.000000	 572.000000
576.000000	 576.000000
580.000000	 580.000000
584.000000	 584.000000
588.000000	 588.000000
592.000000	 592.000000
596.000000	 596.000000
600.000000	 600.000000
604.000000	 604.000000
608.000000	 608.000000
612.000000	 612.000000
616.000000	 616.000000
620.000000	 620.000000
624.000000	 624.000000
628.000000	 628.000000
632.000000	 632.000000
636.000000	 636.000000
640.000000	 640.000000
644.000000	 644.000000
648.000000	 648.000000
652.000000	 652.000000
656.000000	 656.000000
660.000000	 660.000000
664.000000	 664.000000
668.000000	 668.000000
672.000000	 672.000000
676.000000	 676.000000
680.000000	 680.000000
684.000000	 684.000000
688.000000	 688.000000
692.000000	 692.000000
696.000000	 696.000000
700.000000	 700.000000
704.000000	 704.000000
708.000000	 708.000000
712.000000	 712.000000
716.000000	 716.000000
720.000000	 720.000000
724.000000	 724.000000
728.000000	 728.000000
732.000000	 732.000000
736.000000	 736.000000
740.000000	 740.000000
744.000000	 744.000000
748.000000	 748.000000
752.000000	 752.000000
756.000000	 756.000000
760.000000	 760.000000
764.000000	 764.000000
768.000000	 768.000000
772.000000	 772.000000
776.000000	 776.000000
780.000000	 780.000000
784.000000	 784.000000
788.000000	 788.000000
792.000000	 792.000000
796.000000	 796.000000
800.000000	 800.000000
804.000000	 804.000000
808.000000	 808.000000
812.000000	 812.000000
816.000000	 816.000000
820.000000	 820.000000
824.000000	 824.000000
828.000000	 828.000000
832.000000	 832.000000
836.000000	 836.000000
840.000000	 840.000000
844.000000	 844.000000
848.000000	 848.000000
852.000000	 852.000000
856.000000	 856.000000
860.000000	 860.000000
864.000000	 864.000000
868.000000	 868.000000
872.000000	 872.000000
876.000000	 876.000000
880.000000	 880.000000
884.000000	 884.000000
888.000000	 888.000000
892.000000	 892.000000
896.000000	 896.000000
